label	text_a
0	???The  coronavirus  has  made  it  to  Mississippi  and  the  lady  that  caught  it  wasn???t  around  nobody  with  it  which  means  it  is  airborne.  That  means  if  the  wind  blows  it  your  direction  you???ll  have  it  also.??�
0	Victoria  has  received  a  lot  of  attention  for  extending  its  state  of  emergency.  But  it's  the  only  state  which  needs  to  go  to  Parliament  to  do  so.  Other  states  have  been  quietly  extending  theirs  with  no  parliamentary  scrutiny:  https://t.co/ljSZwObpsR  #auspol  #coronavirusFacts  https://t.co/jDWBWgxp4E
1	Transparency  from  our  leaders  is  vital  during  this  crisis.  We  must  all  have  access  to  data  so  that  we  can  make  informed  decisions  about  our  own  behavior  changes.  AZ  residents  you  can  access  our  data  model  projections  at  https://t.co/0u4iUx0kml  https://t.co/rpkjdMZKeV
0	If  masks  were  effective  and  necessary  non-mask  wearers  should  be  dead  by  now
0	Video  shows  Chinese  officials  detaining  suspected  coronavirus  cases.
1	2)  Live  infectious  virus  was  NOT  found.  The  authors’  finding  does  not  indicate  SARS-CoV-2  was  transmitted  from  these  surfaces.  @NEJM  study  shows  infectious  SARS-CoV-2  virus  can  survive  for  only  up  to  72  hrs  on  plastic  &amp;  steel  &amp;  up  to  24  hrs  on  cardboard.  https://t.co/XXPpWB23SV.
1	Across  the  21  states  who  report  them  we  tracked  4468  hospitalizations  the  bulk  in  New  York.  But  Louisiana  and  Florida  also  have  growing  numbers  of  hospitalizations.
1	These  people  have  a  clear  history  of  a  previous  acute  illness  consistent  with  COVID-19  but  were  not  tested  at  the  time  and  follow-up  serology  testing  confirms  that  they  (and  possibly  other  members  of  their  family)  have  been  infected  in  the  past  with  COVID-19.
0	Image  attributed  to  Italian  Prime  Minister  suggesting  Italy  has  lost  control.
0	President  Trump  claimed  that  new  cases  of  COVID-19  are  increasing  “only”  because  of  more  testing  but  the  spike  in  cases  far  exceeds  the  increase  in  testing.  https://t.co/MNhLeQYKh3
0	Bollywood  Superstar  Aamir  Khan  donated  Rs.15000  each  to  poor  slum  dwellers  in  one  kg  wheat  flour  packets.
0	Chinese  President  Xi  Jinping  visited  Muslims  to  understand  why  they  are  not  contracting  COVID-19.
0	“Me  and  mine  didn’t  toil  and  sweat  for  generations  to  keep  these  fields  free  of  Covid-19  only  for  Outsiders  to  be  the  ones  to  get  a  selfie  in  the  Guinness  Storehouse,  out  with  ye!”    https://t.co/AP6CeLYDhG
1	Don’t  put  family  at  risk  for  #COVID19  by  visiting  them  in  person.  Call  grandparents  or  invite  them  to  a  video  chat.  Keep  your  loved  ones  safe  by  staying  connected  while  physically  distant:  https://t.co/0D99fLmeyc.  #PhysicalDistance  #TogetherAlone  https://t.co/plXt2ULaiA
1	Our  priorities  are  saving  lives  and  protecting  health.  First  Minister  of  Scotland  Nicola  Sturgeon  warns  that  #coronavirus  cases  are  on  the  rise  and  that  the  country  is  at  a  “tipping  point”.  Get  the  latest  on  the  new  restrictions:  https://t.co/ujGUetzYDa  https://t.co/hgq4P4v4wt
1	As  at  09:50  pm  13th  April  there  are  343  confirmed  cases  91  discharged  10  deaths  Lagos-  189  FCT-  56  Osun-  20  Edo-  14  Oyo-  11  Ogun-  9  Bauchi-  6  Kaduna-  6  Akwa  Ibom-  5  Katsina-5  Kwara-  4  Ondo-  3  Delta-  3  Kano-  3  Enugu-  2  Ekiti-  2  Rivers-2  Benue-  1  Niger-  1  Anambra-  1
0	I  heard  such  type  of  news  many  times..  Turkey  few  months  ago  claim  that  country  finally  prepared  #coronavaccine  .    After  that  we  all  came  to  know  it's  not  true😞  That's  why  I  don't  want  to  believe  any  type  of  news  unless  otherwise,  officially  announced  by  WHO.  https://t.co/nqHsJbDSSl
1	Based  on  best  available  data  Maine  has  only  used  2%  of  their  ICU  headroom.  This  suggests  there  is  likely  enough  capacity  to  absorb  a  wave  of  new  COVID  infections.  https://t.co/plDKAS2Zpi
0	A  website  claiming  that  China  has  confirmed  that  patient  zero  had  sex  with  a  bat.
1	The  other  5  cases  are  in  the  community  and  they  have  all  been  linked  to  the  current  Auckland  outbreak.  There  are  now  125  people  in  the  community  who  have  been  moved  into  the  Auckland  quarantine  facility  and  that  includes  61  people  who  have  tested  positive  and  household  contacts.
1	501  new  cases  of  #COVID19  Lagos-195  FCT-50  Kano-42  Kaduna-27  Edo-26  Oyo-22  Imo-21  Gombe-17  Benue-12  Enugu-12  Delta-11  Anambra-11  Ebonyi-10  Nasarawa-9  Ogun-9  Bauchi-8  Kebbi-4  Akwa  Ibom-3  Jigawa-3  Katsina-3  Yobe-2  Borno-2  Kwara-1  Ondo-1  15682  confirmed  5101  discharged  407  deaths  https://t.co/TTIfY8iciS
1	On  a  steep  rising  curve  India’s  Recovery  Rate  touches  78%  There  are  28  lakh  more  Recoveries  than  Active  Cases  60%  of  Total  Active  Cases  in  5  Most  Affected  States  #StaySafe  #IndiaWillWin  https://t.co/Ibw5M0MDmC
1	📢#CoronaVirusUpdates:  📍  #COVID19  India  Tracker  (As  on  27  August  2020  08:00  AM)  ➡️Confirmed  cases:  3310234  ➡️Recovered:  2523771  (76.2%)  👍  ➡️Active  cases:  725991  (21.9%)  ➡️Deaths:  60472  (1.8%)  #IndiaFightsCorona  #IndiaWillWin  #StaySafe  Via  @MoHFW_INDIA  https://t.co/i4zDaatE9d
1	Our  models  estimate  that  #Colorado  has  a  high  positive  test  rate  and  is  near  full  ICU  capacity.  Colorado  has  an  elevated  risk  based  on  our  #ReopeningSafely  metrics.  https://t.co/N98YdVM8Es
1	There  have  been  no  positive  tests  from  our  border  and  managed  isolation  facilities  over  the  last  few  days.  We  continue  to  test  all  border  and  MIQ  staff.
0	@LBGoodnessGrows  @JamesDSteinberg  @RapidTests  @SteveFDA  @CDCDirector  @HHS_ASH  @ASlavitt  @ashishkjha  @jhuber  @CT_Bergstrom  @paulmromer  @mcuban  @michaelmina_lab  @DrTomFrieden  @RanuDhillon  @CarlosdelRio7  @ltgrusselhonore  Blame  CHYNA  for  this  lab  manufactured  disease  and  democrats  for  funding  the  Wuhan  lab  and  sham  impeachment  while  this  Kung  Flu  was  being  secretly  imported  from  Chyna  while  their  domestic  transportation  was  under  lockdown.  Criticize  trump  for  flight  ban  from  Chyna  NOW?
0	Democratic  primary  candidates  find  common  ground  in  being  high  risk  for  coronavirus  https://t.co/HFGSlevlBd  https://t.co/Zt9NGWzKci
0	U.S.  secures  300  million  doses  of  potential  AstraZeneca  COVID-19  #vaccine  https://t.co/1cYB9fyPha
1	Florida’s  data  is  for  “hospitalizations  with  primary  diagnosis  of  COVID.”  We're  unsure  how  this  definition  compares  to  other  states'  reporting.  Many  of  the  local  FL  journalists  who  pushed  so  hard  for  this  data  release  are  trying  to  get  clarity  about  which  patients  that  includes.
0	Inhaling  hot  water  steam  can  kill  coronavirus.
1	@SeptAteNeuf  It's  unclear  how  large  the  pending  number  is  which  makes  it  impossible  to  calculate  a  real  positive  rate  unfortunately.
0	Claim  that  disease  outbreaks  and  pandemics  correspond  with  election  years.
1	Another  7  states  —  HI  ME  MT  NM  SD  UT  WY  —  are  not  reporting  race  /  ethnicity  for  deaths.  TX  is  reporting  but  &gt;70%  of  cases  and  deaths  are  listed  as  unknown.  Some  data  *is*  better  than  none  but  it's  still  not  enough.  See  the  rest  of  the  data:  https://t.co/Ek3yOTKBgq
0	An  article  claims  that  some  COVID-19  patients  have  been  sedated  and  forced  to  stay  in  a  prone  position  because  because  they  tried  to  "save  themselves"
0	@econstandard  HCQ,  zinc,  and  azithromycin/doxycycline  MUST  be  given  in  the  viral  replication  stage  of  Covid-19.  This  is  the  first  5-7  days  of  the  illness.  That  is  the  whole  purpose  of  this  drug  combo.  Once  a  person  reaches  the  inflammatory  phase,  it’s  too  late.  Treat  early,  saves  lives!!
0	Bill  Gates  predicted  that  the  coronavirus  pandemic  would  kill  65  million  people  and  created  a  vaccine  to  eradicate  Africans.
1	@RemaNagarajan  State  decides  testing  rates  of  COVID-19  for  pvt  labs.  For  reference  max  limit  of  Rs.  4500  per  test  was  fixed.  It  was  also  advised  they  can  do  free  testing  or  testing  on  subsidized  rate  in  this  hour  of  crisis.
0	Video  of  a  Muslim  leader  being  accidentally  shot  dead  during  a  celebratory  firing  after  he  recovered  from  COVID-19  in  Pakistan.
0	???We  were  slow  with  the  testing,  but  very  quick  with  the  travel  ban.  And  that's  been  much  more  critical  in  saving  lives.??�
0	Survey:  43%  of  People  Working  at  Home  for  the  Lockdown  Left  Out  a  Gallon  of  Milk  in  their  Cubicle  https://t.co/XXaxhLQTu9  #lockdown  #milk
0	Parcels  from  China  can  spread  Covid-19
1	As  of  today  there  are  120  active  #COVID19  cases  in  #Yavatmal  District  #Maharastra:  https://t.co/6CcqIYgbXL  @MoHFW_INDIA  @drharshvardhan  @DrHVoffice  @CMOMaharashtra  #COVID19  #Covid_19  #COVIDー19  #CoronaUpdates  #CoronavirusIndia  #CoronaVirusUpdates  #coronavirus  #COVIDUpdates  https://t.co/CWRfeWweAr
1	A  good  long  read  for  the  weekend  from  @TheAtlantic  The  coronavirus  is  coursing  through  different  parts  of  the  U.S.  in  different  ways  making  the  crisis  harder  to  predict  control  or  understand.  https://t.co/LiPDpW5OA0
1	A  senior  MP  warns  British  defence  and  foreign  policy  review  is  'flawed'  and  should  be  postponed  until  the  full  effects  on  the  COVID-19  pandemic  are  known  https://t.co/XxBVyWTarw
1	Anyone  following  this  account  can  help  us  in  one  crucial  way:  if  your  state  is  not  showing  negative  or  total  test  numbers  on  our  site  but  local  media  has  reported  it  or  a  governor  said  it  at  some  point  please  @  us  with  a  link.
0	Harvard  scientist  predicts  coronavirus  will  infect  up  to  70  percent  of  humanity  https://t.co/03HGuvCatU  https://t.co/03HGuvCatU
0	Social  Distancing?  No  Sweat!  Introverts  Nail  Self-Quarantine  https://t.co/2QPYAJcyDI  #coronavirus  #introvert  #covid19  #quarantine
1	This  week  our  focus  is  to  ramp  up  testing  in  the  country  focusing  on  2  key  groups:  1.  Contacts  of  cases  with  fever  &amp;  respiratory  tract  symptoms  in  a  contact.  2.  People  with  fever  &amp;  respiratory  tract  symptoms  of  unknown  cause  Thread  by  DG  @Chikwe_I  on  our  goal  for  the  week👇🏿  https://t.co/rFU6FtPjBE
0	First  case  of  coronavirus  traced  to  Marine  putting  hands  in  pockets  https://t.co/a6vN4vpwGX
0	With  community  transmission  is  it  not  high  time  that  Favipravir  and  Fabiflu  be  prescribed  and  available  as  first  line  of  treatment  in  all  suspected  cases.  This  will  not  only  reduce  the  viral  load  but  go  a  long  way  in  reducing  the  case  load  of  Covid  centre's  and  hospitals
0	The  number  of  COVID-19  infection  in  Japan  is  10  times  higher  than  officially  announced.
0	The  Health  Authority  confirmed  3  cases  of  the  2019  coronavirus  in  the  country.
0	One-third  or  half  of  infected  people  in  Japan  are  foreigners.
1	The  latest  CDC  #COVIDView  report  shows  that  #COVID19  activity  remains  below  the  peaks  seen  in  March  and  April  but  is  increasing  in  several  parts  of  the  country.  Find  out  if  COVID-19  activity  is  increasing  in  your  area:  https://t.co/zP4VYlo0Pb  https://t.co/JdQtIQsHYP
1	#IndiaFightsCorona  #CoronaVirusUpdate  As  #COVID19  Recoveries  in  India  grow  difference  with  Active  Cases  widens  Recovered  Patients  are  3.5  times  the  Active  Cases.  https://t.co/da9UVygDZ5  https://t.co/bMFHsIU8Nc
1	There's  a  little  more  complexity:  some  states  that  report  current  hospitalizations  lump  together  laboratory-confirmed  positive  and  suspected  cases  and  others  (like  California  seen  below)  break  them  out.  https://t.co/tWNwtKQwWK  https://t.co/bvSz7xJIST
1	A  new  @CDCMMWR  shows  that  an  estimated  41%  of  U.S.  adults  reported  avoiding  medical  care  because  of  concerns  about  #COVID19  including  12%  who  avoided  emergency  care  and  32%  who  avoided  routine  care.  https://t.co/hzHCrPrfN6  https://t.co/HxPIxPk1FO
1	Arizona  and  South  Carolina  appear  to  have  the  most  dire  situations  right  now.  Most  places  in  the  northeast  now  have  test  positivity  rates  down  under  3%.  https://t.co/PBMxJBMubN
0	A  "poll  finds  38%  of  Americans  say  they  will  not  drink  Corona  beer  because  of  the  virus."
0	Home  Ministry  Has  Declared  That  Posting  On  Coronavirus  Has  Been  Declared  A  Punishable  Offense
0	Just  watch  this  video  and  remember  that  incident  when  Zomato's  Deepinder  made  a  big  deal  out  of  someone  refusing  a  delivery  from  a  Muslim  guy.  There  have  been  so  many  incidents  that  you  just  can't  trust  them.  Who  wants  to  eat  food  contaminated  with  spit?
0	Donald  Trump  is  ???announcing  tomorrow  that  the  US  is  going  into  quarantine  for  the  next  14  days.??�
1	Reports  that  a  curfew  could  be  imposed  in  London  to  combat  COVID-19  were  not  denied  by  Downing  Street  today.  Follow  #coronavirus  latest  updates  👇  https://t.co/NyZLPJPQpk
0	A  sharepic  states  that  since  the  beginning  of  the  corona  crisis  3354  people  died  and  924000  children  are  missing
1	As  of  today  #COVID19  fatality  rate  is  2.53%.  The  case  #fatalityrate  at  18.6  deaths/million  of  the  country  is  one  of  the  lowest  in  the  world.  @MoHFW_INDIA  @drharshvardhan  @DrHVoffice  #CovidIndiaSeva  #COVID19  #Covid_19  #COVIDー19  #CoronavirusIndia  #CoronaVirusUpdates  #coronavirus  https://t.co/rF3KkUAn5N
1	We'll  be  launching  an  updated  site  around  12pm  ET.  Prepare  for  some  instability  for  a  few  minutes  and  then  a  new  improved  experience.  Our  website  team  has  put  in  major  work  here.  We're  so  appreciative  of  their  efforts.  https://t.co/USaoxZmxrz
0	Indian  News  wire  agency  IANS  claims  that  Pakistani  PM  Imran  Khan  read  an  overturned  graph  and  claimed  that  Pakistan  was  flattening  its  curve.
0	A  complex  Sri  Lankan  herbal  drink  was  said  to  remedy  all  virus  infections
1	The  second  case  is  another  man  in  his  20s  who  arrived  in  on  the  18th  of  June  from  the  USA.  He  was  on  flight  NZ5  from  Los  Angeles.  The  man  tested  positive  at  the  Jet  Park  hotel  after  showing  respiratory  symptoms.  He  has  been  at  the  Jet  Park  since  arriving.
1	NYC  presumptive  deaths  are  what  is  causing  the  discrepancy  with  the  JHU  tracker:  https://t.co/B8u57NsOE6  https://t.co/5n9AVwPhBf
0	???Italian  Parliament  Calls  For  The  Arrest  of  Bill  Gates??�
0	IDH  Hospital  the  main  center  in  Sri  Lanka  for  treating  COVID-19  patients  is  in  shortage  of  number  of  essentials.
1	States  reported  under  300  deaths  today  keeping  the  7-day  average  under  600.  Good  news.  But  we  know  death  reporting  lags—the  deaths  we  see  reported  here  primarily  occurred  in  that  plateau  period.  https://t.co/zpnZjT7CpS
1	India  continues  to  scale  new  peaks  in  #COVID19  tests.  More  than  11.70  lakh  samples  tested  for  2  consecutive  days.  Despite  the  very  high  testing  levels  Daily  Positivity  rate  is  below  7.5%  and  Cumulative  Positivity  Rate  is  less  than  8.5%.  https://t.co/YhgL4BpHTp  https://t.co/0PF6zBUfYK
